Tweet Id,Tweet URL,Tweet Posted Time (UTC),Tweet Content,Tweet Type,Client,Retweets Received,Favourites Received,Tweet Location,Tweet Language,User Id,Name,Screen Name,User Bio,Verified or Non-Verified,Profile URL,Protected or Non-protected,User Followers,User Following,Favourites Count,Statuses Count,User Account Creation Date,cleaned tweet,Label
"""1354124442885103616""",https://twitter.com/alaraby_ar/status/1354124442885103616,26 Jan 2021 17:50:00,"شبكة ""كلوب هاوس"" الاجتماعية الصوتية التي يزداد عدد مستخدميها بمعدل مليونين أسبوعياً تُعلن تعزيز حضورها، من خلال زيادة في رأسمالها 

الرابط البديل: https://t.co/pcELqt14l3

https://t.co/OzTaLNdiEL",Tweet,TweetDeck,0,12,,Arabic,"""2399311781""",العربي الجديد,alaraby_ar,أهم الأخبار العربية والعالمية، تحليلات وتحقيقات صحافية ومقالات,Verified,https://twitter.com/alaraby_ar,Non-Protected,1359510,149,108,589696,10 Mar 2014 11:35:38,شبكه كلوب هاوس الاجتماعيه الصوتيه يزداد عدد مستخدميها بمعدل مليونين اسبوعياً تُعلن تعزيز حضورها خلال زياده راسمالها الرابط البديل,positive
"""1354093012402495488""",https://twitter.com/MeoNews/status/1354093012402495488,26 Jan 2021 15:45:06,"بعد اقتصارها في مرحلة تجريبية على مشاهير في الفن والإعلام ونجوم بعض المهن الأخرى
#كلوب_هاوس https://t.co/ajhDayzokz",Tweet,Echobox,0,0,"London, United Kingdom",Arabic,"""303255263""",Middle East Online,MeoNews,Bringing the latest Middle Eastern news to your feed.,Non-Verified,https://twitter.com/MeoNews,Non-Protected,50768,13,30,165392,22 May 2011 15:13:00,اقتصارها مرحله تجريبيه مشاهير الفن والاعلام ونجوم المهن الاخري,positive
"""1354092306882822149""",https://twitter.com/FranchevalAR/status/1354092306882822149,26 Jan 2021 15:42:18,"شبكة ""كلوب هاوس"" الاجتماعية السرية تنفتح على الجمهور العريض https://t.co/ZDs8impqOn",Tweet,Twitter Web App,0,0,France,Arabic,"""1309388319449591808""",Francheval,FranchevalAR,الحساب الرسمي لفرانشيفال ، يمكنكم متابعة الأحداث و النشاطات الدولية عبر موقع فرانشيفال.,Non-Verified,https://twitter.com/FranchevalAR,Non-Protected,62,21,0,4915,25 Sep 2020 07:04:46,شبكه كلوب هاوس الاجتماعيه السريه تنفتح الجمهور العريض,positive
"""1354077567767113728""",https://twitter.com/arab48website/status/1354077567767113728,26 Jan 2021 14:43:44,"مليونا مستخدم أسبوعيا لمنصة ""كلوب هاوس"" الاجتماعية  https://t.co/5rTAQRM4Wj",Tweet,عرب 48,0,0,حيفا,Arabic,"""3241500878""",موقع عرب 48,arab48website,‏حساب موقع عرب ٤٨ | http://arab48.com‎,Non-Verified,https://twitter.com/arab48website,Non-Protected,5953,14,30,81879,10 Jun 2015 15:55:43,مليونا مستخدم اسبوعيا لمنصه كلوب هاوس الاجتماعيه,positive
"""1353782222919184384""",https://twitter.com/MuathChelsea/status/1353782222919184384,25 Jan 2021 19:10:08,"RT @asmesfer: تويتر لهم شهر شغالين بيتا تستنق ميزة منافسة ل كلوب هاوس @TwitterSpaces 
النشرة فصلت مميزات سبيسز في مقال مميز من @chriscantino 
 
https://t.co/Hl7my5IuPB",ReTweet,Twitter for iPad,0,0,الدمام,Arabic,"""389621708""",معاذ ،،,MuathChelsea,"هناك يقف الأمل بين الركام ,,",Non-Verified,https://twitter.com/MuathChelsea,Non-Protected,2324,662,4172,83730,12 Oct 2011 18:42:14,تويتر شهر شغالين بيتا تستنق ميزه منافسه كلوب هاوس النشره فصلت مميزات سبيسز مقال مميز,positive
"""1353782147497283587""",https://twitter.com/MuathChelsea/status/1353782147497283587,25 Jan 2021 19:09:50,@asmesfer فكرة كلوب هاوس عاجبتني بس ما رحت هناك لأن ما حولك أحد ، فياليت يجيبون الخاصية لتويتر .,Reply,Twitter for iPad,0,0,الدمام,Arabic,"""389621708""",معاذ ،،,MuathChelsea,"هناك يقف الأمل بين الركام ,,",Non-Verified,https://twitter.com/MuathChelsea,Non-Protected,2324,662,4172,83730,12 Oct 2011 18:42:14,فكره كلوب هاوس عاجبتني رحت لان حولك فياليت يجيبون الخاصيه لتويتر,positive
"""1353778963143864322""",https://twitter.com/M7md_L_N/status/1353778963143864322,25 Jan 2021 18:57:11,RT @Osama11: تطبيق (كلوب هاوس) سيطلق نسخة لنظام اندرويد قريباً ، حاليا بنظام الدعوات لنظام iOS التطبيق عبارة عن غرف محادثة صوتية Clubhouse https://t.co/YyRNlzfyhi,ReTweet,Twitter for Android,0,0, إذا مررت هنا استغفر,Arabic,"""1175154834468679683""",M7md Leaks &amp; News,M7md_L_N,‏‏‏‏‏‏‏حساب خاص بنقل أخبار الألعاب والاجهزه والتطبيقات | حسابي الثاني المختص بالانمي 👈‎‎‎‎‎‎‎‎‎‎‎‎‎(‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎@eroimd ) ‎,Non-Verified,https://twitter.com/M7md_L_N,Non-Protected,2973,128,6912,6820,20 Sep 2019 21:08:58,تطبيق كلوب هاوس سيطلق نسخه لنظام اندرويد قريباً حاليا بنظام الدعوات لنظام ios التطبيق عباره غرف محادثه صوتيه clubhouse,positive
"""1353673434451083270""",https://twitter.com/al_zahia/status/1353673434451083270,25 Jan 2021 11:57:51,رفاهية المنتجعات الراقية على عتبة منزلك، مع العديد من خيارات الترفيه والمرح لجميع أفراد العائلة... قريباً في الزاهية كلوب هاوس. #حيّاك_هذا_حيّك #أسعد_اللحظات,Reply,Twitter for iPhone,0,1,Sharjah,Arabic,"""2834784270""",Al Zahia,al_zahia,Community Celebrated at Sharjah’s premier lifestyle destination.#HayyakNeighbour Brought to you by Majid Al Futtaim &amp; Sharjah Asset Management.,Non-Verified,https://twitter.com/al_zahia,Non-Protected,1970,173,5325,3041,28 Sep 2014 08:04:04,رفاهيه المنتجعات الراقيه عتبه منزلك العديد خيارات الترفيه والمرح لجميع افراد العاءله قريباً الزاهيه كلوب هاوس,positive
"""1353667648266108930""",https://twitter.com/alqarar_sa/status/1353667648266108930,25 Jan 2021 11:34:51,"RT @alqarar_sa: #إنفوجرافيك | 

بين المُميزات والتحديات..
ماذا تعرف عن تطبيق #كلوب_هاوس الصوتي؟

قراءة في الأبعاد والتداعيات في الرابط أدناه👇🏻:

https://t.co/5DdGMs0gdJ
#نخطو_بقرارك https://t.co/cmyGdciXkv",ReTweet,Twitter for iPhone,0,0,المملكة العربية السعودية,Arabic,"""4744876694""",القرار,alqarar_sa,الإعلام التفاعلي.. ميداننا.. البيانات.. حقول دراساتنا.. الرصد والتحليل والقياس.. أدواتنا.. لاستشراف المستقبل.. #نخطو_بقرارك - info@alqarar.sa,Non-Verified,https://twitter.com/alqarar_sa,Non-Protected,17919,178,500,1754,11 Jan 2016 20:37:54,المُميزات والتحديات تعرف تطبيق الصوتي قراءه الابعاد والتداعيات الرابط ادناه,positive
"""1353118195939504128""",https://twitter.com/ARABJAYPARK/status/1353118195939504128,23 Jan 2021 23:11:32,"س:يجب أن تحمل كلوب هاوس

""كلوب هاوس هو تطبيق تواصل اجتماعي للدردشة الصوتية""

على ماذا؟ لول أنا فقط أرى مقالات عن الأشخاص الذين يدخلون بنقاشات ويصرخون على بعض في هذا الهراء هاها https://t.co/pWnTdUv65p",Reply,Twitter for iPhone,0,3,,Arabic,"""1319012573413597185""",ARAB JWalkerz,ARABJAYPARK,The newest arabic account for Jay Park updates,Non-Verified,https://twitter.com/ARABJAYPARK,Non-Protected,722,26,42,632,21 Oct 2020 20:28:15,سيجب تحمل كلوب هاوس كلوب هاوس تطبيق تواصل اجتماعي للدردشه الصوتيه لول فقط مقالات الاشخاص يدخلون بنقاشات ويصرخون الهراء هاها,positive
"""1352563239364812800""",https://twitter.com/flat_villa/status/1352563239364812800,22 Jan 2021 10:26:20,تعرف على المزيد عن مشروع كلوب هاوس الغردقة بأفضل الأسعار في 2021 – لا تت... https://t.co/gSrZOtUdFu https://t.co/iEYKqdR2eb,Tweet,OnlyWire App,0,0,,Arabic,"""1320060618632814598""",Flat and Villa,flat_villa,Flat and Villa is #1 Real Estate Agency in the Arab World,Non-Verified,https://twitter.com/flat_villa,Non-Protected,557,0,1,27,24 Oct 2020 17:52:56,تعرف المزيد مشروع كلوب هاوس الغردقه بافضل الاسعار 2021 تت,positive
"""1349350404212084737""",https://twitter.com/x7mod_96/status/1349350404212084737,13 Jan 2021 13:39:40,@S_H1i كلوب هاوس لذييييذ بس 😊,Reply,Twitter for iPhone,0,0,Jubail Industrial City,Arabic,"""888218983673069569""",Ahmed.sh,x7mod_96,&quot;ربما يُساق إليك قدرٌ من الله ، خيرٌ من كُل أحلامك&quot;,Non-Verified,https://twitter.com/x7mod_96,Non-Protected,6,57,487,219,21 Jul 2017 02:08:02,كلوب هاوس لذييذ,positive
"""1349323537593597953""",https://twitter.com/Shady_A_Yousef/status/1349323537593597953,13 Jan 2021 11:52:55,@maha_mahame كلوب هاوس في نادي سبورتنج إسكندرية,Reply,Twitter for Android,0,1,Egypt: Cairo/Alexandria,Arabic,"""470294539""",Shady_A_Yousef,Shady_A_Yousef,"Living without expectations,,,,                                    
Living with no regret.",Non-Verified,https://twitter.com/Shady_A_Yousef,Non-Protected,204,357,6868,12921,21 Jan 2012 16:16:55,كلوب هاوس نادي سبورتنج اسكندريه,positive
"""1348942954317176832""",https://twitter.com/7capitals2/status/1348942954317176832,12 Jan 2021 10:40:37,"فى أتيكا ستستمتع ببحيرات، حمامات سباحة، حدائق مسار الجرى و كلوب هاوس. كل هذا سيجعلك تشعر كأنك فى منتجع ولكن فى العاصمة الإدارية. أحجز وحدتك الآن 
اتصل بنا على 01033680463

#7capitals 
#Atika 
#RealEstate https://t.co/yoW4iNdd6I",Tweet,Twitter for Android,0,0,"59 El Merghany Street, Cairo, ",Arabic,"""1279799772115873792""",7capitals,7capitals2,7 Capitals is a real estate agency brokerage. We are devoted to delivering you the best units with the perfect prices to meet your expectations.,Non-Verified,https://twitter.com/7capitals2,Non-Protected,22,111,26,235,05 Jul 2020 15:31:14,اتيكا ستستمتع ببحيرات حمامات سباحه حداءق مسار الجري كلوب هاوس سيجعلك تشعر كانك منتجع العاصمه الاداريه احجز وحدتك اتصل 01033680463,positive
"""1348309522557915142""",https://twitter.com/ParadiseDeviI/status/1348309522557915142,10 Jan 2021 16:43:35,@PostyRoad @NFLArabia اندددد وان ليبرون وتشتغل اغنيه ميكي ماوس كلوب هاوس بين التايم اوت,Reply,Twitter for Android,0,0,,Arabic,"""1267197962817601542""",Yubel #BR2,ParadiseDeviI,"i couldn't be sure, i had a feeling so peculiar this pain wouldn't be for evermore",Non-Verified,https://twitter.com/ParadiseDeviI,Non-Protected,79,70,176,12580,31 May 2020 20:55:27,اندد ليبرون وتشتغل اغنيه ميكي ماوس كلوب هاوس التايم,positive
"""1347856215645237248""",https://twitter.com/3shmshm/status/1347856215645237248,09 Jan 2021 10:42:18,"RT @ehab: (كلوب هاوس) شبكة التواصل الاجتماعي العالمية القادمة بسرعة الضوء 

Clubhouse: Drop-in audio chat by Alpha Exploration Co. https://t.co/eQq8v3gaNc https://t.co/wAsd4X5Mb0",ReTweet,Twitter for Android,0,0,,,"""583044455""",عزيز,3shmshm,"#juve Ogni anno ti celebro, ogni marchisiocla8 giorno ti porto nel cuore leri. Oggi. Per sempre... In ogni parte del mondo
‏‏‏‏‎‎والقلوب مدربة وصل وقطاعة",Non-Verified,https://twitter.com/3shmshm,Non-Protected,521,523,9291,91171,17 May 2012 19:06:21,كلوب هاوس شبكه التواصل الاجتماعي العالميه القادمه بسرعه الضوء clubhouse dropin audio chat alpha exploration co,positive
"""1346026627969523714""",https://twitter.com/al_zahia/status/1346026627969523714,04 Jan 2021 09:32:10,"احتفل بروح المُجمع واستمتع بتجربة طعام مميزة تناسب جميع الأذواق! قريباً في الزاهية كلوب هاوس. #حيّاك_هذا_حيّك  
#أسعد_اللحظات",Reply,Twitter for iPhone,0,1,Sharjah,Arabic,"""2834784270""",Al Zahia,al_zahia,Community Celebrated at Sharjah’s premier lifestyle destination.#HayyakNeighbour Brought to you by Majid Al Futtaim &amp; Sharjah Asset Management.,Non-Verified,https://twitter.com/al_zahia,Non-Protected,1970,173,5325,3041,28 Sep 2014 08:04:04,احتفل بروح المُجمع واستمتع بتجربه طعام مميزه تناسب الاذواق قريباً الزاهيه كلوب هاوس,positive
